gene	OT2_ID	pident	eval	OT2_description
jg12581	XP_022916405.1	99.526	0	protein winged eye-like isoform X1
jg12582	XP_022906853.1	43.609	2.63e-21	protein phosphatase inhibitor 2
jg12583	XP_022916405.1	100	1.83e-54	protein winged eye-like isoform X1
jg12585	XP_022916548.1	84.932	1.43e-36	uncharacterized protein LOC111426297 isoform X2
jg12587	XP_022916548.1	95.775	3.16e-34	uncharacterized protein LOC111426297 isoform X2
jg12588	XP_022916546.1	100	0	uncharacterized protein LOC111426297 isoform X1
jg12589	XP_022917211.1	96.111	0	uncharacterized protein LOC111426764
jg12590	XP_022916415.1	99.915	0	calcium-activated chloride channel regulator 4-like
jg12591	XP_022916523.1	100	0	phosphoribosyl pyrophosphate synthase-associated protein 2
jg12592	XP_022916409.1	100	0	regulatory-associated protein of mTOR isoform X3
jg12592.t2	XP_022916410.1	100	0	regulatory-associated protein of mTOR isoform X4
jg12592.t3	XP_022916411.1	100	0	regulatory-associated protein of mTOR isoform X5
jg12592.t4	XP_022916411.1	99.921	0	regulatory-associated protein of mTOR isoform X5
jg12593	XP_022916487.1	100	0	sialin-like
jg12594	XP_022916545.1	100	0	trypsin beta-like
jg12595	XP_022916559.1	95.789	2.03e-131	cationic trypsin-like isoform X2
jg12596	XP_022916488.1	99.797	0	sodium-dependent phosphate transport protein 3-like isoform X1
jg12597	XP_022916402.1	100	0	uncharacterized protein LOC111426214
jg12598	XP_022916528.1	100	0	uncharacterized protein LOC111426285
jg12599	XP_022916578.1	100	1.32e-93	ubiquitin-like protein 4A
jg126	XP_022906424.1	100	0	amidophosphoribosyltransferase-like
jg1260	XP_022911561.1	50	8.51e-26	zinc finger BED domain-containing protein 1-like
jg12600	XP_022916552.1	100	3.44e-176	rRNA methyltransferase 2, mitochondrial
jg12601	XP_022916522.1	54.709	0	aldehyde dehydrogenase, dimeric NADP-preferring-like
jg12602	XP_022916522.1	100	0	aldehyde dehydrogenase, dimeric NADP-preferring-like
jg12603	XP_022916430.1	99.188	0	toll-like receptor 4
jg12603.t2	XP_022916430.1	99.282	0	toll-like receptor 4
jg12605	XP_022916563.1	100	1.51e-128	uncharacterized protein LOC111426309
jg12606	XP_022916446.1	99.853	0	THO complex subunit 5 homolog A
jg12607	XP_022916534.1	100	0	serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
jg12608	XP_022916530.1	100	0	guanine nucleotide-binding protein subunit beta-like protein
jg12609	XP_022916583.1	100	2.21e-82	40S ribosomal protein S26
jg12610	XP_022916527.1	100	0	pre-mRNA-splicing regulator female-lethal(2)D
jg12611	XP_022916439.1	100	0	uncharacterized protein LOC111426235 isoform X2
jg12612	XP_022916471.1	99.815	0	72 kDa inositol polyphosphate 5-phosphatase isoform X2
jg12613	XP_022916525.1	99.125	0	synaptic vesicle membrane protein VAT-1 homolog
jg12614	XP_022902711.1	38.494	3.92e-48	uncharacterized protein LOC111415326 isoform X1
jg12615	XP_022916434.1	97.817	0	uncharacterized protein LOC111426234 isoform X2
jg12617	XP_022916434.1	100	7.22e-42	uncharacterized protein LOC111426234 isoform X2
jg12618	XP_022916424.1	100	0	ATP-dependent RNA helicase DHX36-like
jg12619	XP_022916443.1	99.854	0	ABC transporter G family member 14 isoform X1
jg1262	XP_022912085.1	99.346	0	uncharacterized protein LOC111423061
jg12620	XP_022916458.1	99.823	0	polypeptide N-acetylgalactosaminyltransferase 1-like
jg12621	XP_022916496.1	100	0	MDS1 and EVI1 complex locus protein EVI1-B-like
jg12623	XP_022916422.1	99.787	0	transcription factor hamlet-like isoform X2
jg12626	XP_022916731.1	100	7.15e-62	60S ribosomal protein L37a
jg12627	XP_022916864.1	90.78	0	arginyl-tRNA--protein transferase 1 isoform X1
jg12628	XP_022916634.1	100	1.62e-172	pre-mRNA-splicing factor Syf2
jg12629	XP_022916802.1	99.828	0	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 isoform X3
jg1263	XP_022908872.1	43.949	4.06e-44	protein ALP1-like
jg12630	XP_022917019.1	100	0	facilitated trehalose transporter Tret1-like isoform X1
jg12633	XP_022916302.1	97.93	0	protein transport protein Sec31A
jg12634	XP_022916618.1	100	0	lissencephaly-1 homolog
jg12635	XP_022917215.1	99.543	0	multiple inositol polyphosphate phosphatase 1-like
jg12635.t2	XP_022917215.1	98.391	0	multiple inositol polyphosphate phosphatase 1-like
jg12636	XP_022917213.1	100	0	myrosinase 1-like
jg12637	XP_022917219.1	100	1.09e-86	uncharacterized protein LOC111426770
jg12638	XP_022919054.1	53.719	4.06e-46	co-chaperone protein daf-41
jg12639	XP_022917217.1	100	0	cytohesin-1 isoform X2
jg12640	XP_022917212.1	99.257	0	uncharacterized protein LOC111426765
jg12641	XP_022916765.1	99.866	0	monocarboxylate transporter 14-like
jg12642	XP_022917006.1	96.599	8.12e-105	uncharacterized protein LOC111426626
jg12643	XP_022916990.1	99.419	0	soluble calcium-activated nucleotidase 1
jg12645	XP_022916942.1	100	5.99e-89	heterogeneous nuclear ribonucleoprotein A3-like
jg12646	XP_022917220.1	91.606	0	uncharacterized protein LOC111426771
jg12648	XP_022916932.1	99.755	0	J domain-containing protein DDB_G0295729-like isoform X5
jg12649	XP_022916939.1	100	0	formin-like protein 3
jg1265	XP_022911999.1	98	2.11e-58	piggyBac transposable element-derived protein 4-like, partial
jg12650	XP_022916941.1	98.917	0	ADP-ribose pyrophosphatase, mitochondrial
jg12651	XP_022916938.1	100	0	kelch-like protein 18 isoform X2
jg12652	XP_022916354.1	99.592	0	ubiquitin carboxyl-terminal hydrolase 31 isoform X2
jg12653	XP_022916357.1	99.813	0	protein tweety isoform X1
jg12654	XP_022916781.1	100	0	cytochrome b5 reductase 4 isoform X2
jg12654.t2	XP_022916780.1	100	0	cytochrome b5 reductase 4 isoform X1
jg12655	XP_022916749.1	100	0	fatty-acid amide hydrolase 2-like
jg12656	XP_022916204.1	99.744	0	fatty-acid amide hydrolase 2-like isoform X1
jg12657	XP_022916770.1	100	0	S-adenosylmethionine decarboxylase proenzyme isoform X2
jg12658	XP_022916606.1	100	0	macoilin-1 isoform X1
jg12659	XP_022916705.1	99.441	0	ATP-dependent RNA helicase DDX42
jg12660	XP_022916248.1	99.583	0	activating signal cointegrator 1 complex subunit 2
jg12661	XP_022916247.1	99.902	0	vacuolar protein sorting-associated protein 11 homolog
jg12662	XP_022916320.1	100	0	rap1 GTPase-activating protein 1 isoform X3
jg12662.t2	XP_022916323.1	100	0	rap1 GTPase-activating protein 1 isoform X6
jg12663	XP_022916318.1	98.246	1.1e-60	rap1 GTPase-activating protein 1 isoform X1
jg12664	XP_022917069.1	100	6.84e-78	cytochrome c-2
jg12665	XP_022917221.1	100	0	facilitated trehalose transporter Tret1-like
jg12666	XP_022916957.1	96.737	0	5'-nucleotidase-like
jg12667	XP_022916208.1	100	0	protein 5NUC-like isoform X1
jg12668	XP_022916209.1	68.073	0	protein 5NUC-like isoform X2
jg12669	XP_022916209.1	66.972	0	protein 5NUC-like isoform X2
jg1267	XP_022909507.1	48.031	3.05e-30	uncharacterized protein LOC111420700
jg12670	XP_022917065.1	99.546	0	protein 5NUC-like
jg12671	XP_022917142.1	100	0	myrosinase 1-like
jg12672	XP_022916757.1	100	0	protein rhomboid isoform X2
jg12673	XP_022916884.1	99.857	0	exocyst complex component 7
jg12674	XP_022916838.1	99.823	0	DNA-directed RNA polymerase I subunit RPA2
jg12675	XP_022916881.1	100	1.11e-138	40S ribosomal protein S9
jg12676	XP_022916778.1	99.728	0	arylphorin subunit alpha-like
jg12677	XP_022917223.1	99.84	0	creatine transporter-like
jg12679	XP_022917184.1	100	0	major royal jelly protein 3
jg1268	XP_022909149.1	48.544	1.19e-26	uncharacterized protein LOC111420401 isoform X2
jg12680	XP_022917063.1	100	0	major royal jelly protein 1
jg12681	XP_022917061.1	99.748	0	protein yellow
jg12682	XP_022916855.1	100	0	major royal jelly protein 2-like isoform X1
jg12682.t2	XP_022916856.1	100	0	major royal jelly protein 2-like isoform X2
jg12683	XP_022917021.1	98.051	0	PR domain zinc finger protein 5-like
jg12684	XP_022917144.1	99.171	0	cyclic GMP-AMP synthase-like
jg12685	XP_022917225.1	100	0	uncharacterized protein LOC111426775
jg12686	XP_022917011.1	99.492	0	BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X4
jg12686.t2	XP_022917010.1	99.497	0	BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X3
jg12688	XP_022917013.1	98.792	0	protein spaetzle 3 isoform X2
jg12688.t2	XP_022917013.1	98.14	3.78e-155	protein spaetzle 3 isoform X2
jg12689	XP_022916619.1	99.798	0	autism susceptibility gene 2 protein-like isoform X1
jg12689.t2	XP_022916619.1	99.697	0	autism susceptibility gene 2 protein-like isoform X1
jg12690	XP_022920921.1	30.492	2.68e-35	uncharacterized protein LOC111429285
jg12691	XP_022916620.1	96.25	4.55e-48	autism susceptibility gene 2 protein-like isoform X2
jg12692	XP_022916300.1	99.69	0	uncharacterized protein LOC111426154 isoform X2
jg12693	XP_022916222.1	99.603	0	mutS protein homolog 4-like
jg12694	XP_022917226.1	99.799	0	myrosinase 1-like
jg12695	XP_022916297.1	99.769	0	double-stranded RNA-specific editase 1-like
jg12696	XP_022916298.1	100	3.93e-156	UPF0454 protein C12orf49 homolog
jg12697	XP_022916768.1	99.692	0	E3 ubiquitin-protein ligase SMURF1 isoform X2
jg12698	XP_022916597.1	100	0	survival of motor neuron-related-splicing factor 30
jg12699	XP_022917030.1	99.78	0	fork head transcription factor 1-like
jg127	XP_022906426.1	100	0	uncharacterized protein LOC111418183 isoform X1
jg127.t2	XP_022906427.1	100	0	uncharacterized protein LOC111418183 isoform X2
jg1270	XP_022911956.1	97.854	3.89e-167	uncharacterized protein LOC111422926
jg12700	XP_022917036.1	98.739	0	protein yellow-like
jg12701	XP_022917033.1	99.837	0	uncharacterized protein PFB0765w-like isoform X3
jg12702	XP_022916636.1	100	0	WD repeat domain phosphoinositide-interacting protein 2 isoform X2
jg12702.t2	XP_022916635.1	100	0	WD repeat domain phosphoinositide-interacting protein 2 isoform X1
jg12703	XP_022916797.1	99.615	0	monocyte to macrophage differentiation factor 2 isoform X1
jg12704	XP_022916793.1	99.812	0	protein PFC0760c-like isoform X1
jg12705	XP_022916943.1	99.096	0	transducin beta-like protein 3
jg12706	XP_022916342.1	100	4.59e-173	protein lin-37 homolog
jg12707	XP_022916339.1	99.302	0	glycoprotein 3-alpha-L-fucosyltransferase A-like
jg12708	XP_022916341.1	98.652	0	uncharacterized protein LOC111426176
jg12709	XP_022916334.1	98.438	4.91e-138	nuclear protein localization protein 4 homolog isoform X1
jg1271	XP_022908978.1	46.491	5.24e-31	LOW QUALITY PROTEIN: O-acetyl-ADP-ribose deacetylase 1-like, partial
jg1271.t2	XP_022908978.1	46.491	6.34e-30	LOW QUALITY PROTEIN: O-acetyl-ADP-ribose deacetylase 1-like, partial
jg12710	XP_022916336.1	100	0	uncharacterized protein LOC111426174
jg12711	XP_022916334.1	98.908	0	nuclear protein localization protein 4 homolog isoform X1
jg12712	XP_022916333.1	99.662	0	protein KIAA0556-like
jg12713	XP_022916759.1	100	3.31e-132	PRKR-interacting protein 1 homolog
jg12714	XP_022916775.1	100	1.98e-81	protein aveugle
jg12715	XP_022916829.1	100	7.51e-140	alpha-crystallin A chain-like
jg12716	XP_022916828.1	100	0	substance-P receptor
jg12717	XP_022917066.1	100	6.19e-112	non-histone chromosomal protein 6-like
jg12718	XP_022917067.1	100	5.55e-79	glutaredoxin-C4-like isoform X1
jg12719	XP_022916624.1	100	0	ras-related protein Rab-40C
jg12720	XP_022916879.1	99.696	0	ribosome biogenesis regulatory protein homolog
jg12721	XP_022917127.1	100	1.78e-174	UPF0472 protein C16orf72 homolog
jg12722	XP_022917128.1	98.876	2.25e-123	39S ribosomal protein L12, mitochondrial
jg12723	XP_022917118.1	99.794	0	sialin
jg12724	XP_022917120.1	99.256	0	short-chain specific acyl-CoA dehydrogenase, mitochondrial-like isoform X1
jg12725	XP_022917131.1	100	2.82e-101	transmembrane inner ear expressed protein isoform X2
jg12726	XP_022917119.1	100	0	2-phosphoxylose phosphatase 1
jg12727	XP_022917123.1	99.71	0	mitochondrial carrier protein Rim2 isoform X2
jg12728	XP_022917116.1	99.678	0	DNA-directed RNA polymerase, mitochondrial
jg12729	XP_022917117.1	99.819	0	unconventional myosin-Vc
jg1273	XP_022907523.1	88.446	3.17e-157	uncharacterized protein LOC111419015
jg12730	XP_022917129.1	99.398	1.03e-123	uncharacterized protein LOC111426709
jg12731	XP_022917133.1	100	1.8e-90	small proline-rich protein 2B-like
jg12732	XP_022917126.1	99.623	0	uncharacterized protein LOC111426706 isoform X2
jg12733	XP_022916746.1	99.355	0	uncharacterized protein LOC111426454 isoform X2
jg12734	XP_022916748.1	100	4.55e-118	uncharacterized protein LOC111426455
jg12735	XP_022916742.1	100	0	ubiquitin carboxyl-terminal hydrolase calypso
jg12736	XP_022916295.1	99.324	0	protein brunelleschi
jg12737	XP_022916296.1	98.746	0	ATP-dependent DNA helicase PIF1
jg12738	XP_022916852.1	99.006	0	dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform X1
jg12739	XP_022916724.1	98.547	0	arylphorin-like isoform X1
jg1274	XP_022902167.1	100	1.42e-178	uncharacterized protein K02A2.6-like
jg12740	XP_022916726.1	99.38	0	spermatogenesis-associated protein 20
jg12741	XP_022916968.1	98.876	3.31e-60	voltage-dependent T-type calcium channel subunit alpha-1G-like isoform X3
jg12742	XP_022916966.1	99.28	0	voltage-dependent T-type calcium channel subunit alpha-1G-like isoform X1
jg12742.t2	XP_022916967.1	99.278	0	voltage-dependent T-type calcium channel subunit alpha-1G-like isoform X2
jg12742.t3	XP_022916966.1	99.928	0	voltage-dependent T-type calcium channel subunit alpha-1G-like isoform X1
jg12743	XP_022916707.1	99.734	0	luc7-like protein 3
jg12744	XP_022916644.1	100	0	tetratricopeptide repeat protein 39C-like isoform X2
jg12745	XP_022916641.1	99.729	0	alpha-N-acetylglucosaminidase
jg12746	XP_022916647.1	100	0	uncharacterized protein LOC111426382
jg12747	XP_022916958.1	100	0	mitochondrial amidoxime-reducing component 1
jg12748	XP_022916959.1	100	0	phosphoglycolate phosphatase 1B, chloroplastic-like
jg12749	XP_022916239.1	100	0	uncharacterized protein LOC111426106
jg1275	XP_022902167.1	94.737	2.27e-56	uncharacterized protein K02A2.6-like
jg12750	XP_022916240.1	99.01	0	uncharacterized protein F21D5.5
jg12751	XP_022916243.1	100	0	probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial
jg12752	XP_022916245.1	100	3.77e-144	uncharacterized protein C1orf194 homolog
jg12753	XP_022916246.1	100	1.83e-108	uncharacterized protein LOC111426111
jg12754	XP_022917227.1	99.232	0	uncharacterized protein LOC111426778
jg12754.t2	XP_022917227.1	99.12	0	uncharacterized protein LOC111426778
jg12755	XP_022916242.1	100	0	protein singed
jg12756	XP_022917228.1	99.782	0	facilitated trehalose transporter Tret1-like
jg12757	XP_022917230.1	98.67	0	facilitated trehalose transporter Tret1-like
jg12758	XP_022917230.1	100	1.03e-32	facilitated trehalose transporter Tret1-like
jg12759	XP_022916871.1	99.706	0	integrin alpha-PS1 isoform X2
jg12761	XP_022916791.1	98.456	0	uncharacterized protein LOC111426488 isoform X3
jg12764	XP_022917286.1	97.273	2.04e-74	uncharacterized protein LOC111426791
jg12765	XP_022917007.1	100	6.41e-140	uncharacterized protein LOC111426627
jg12767	XP_022917287.1	97.484	1.92e-98	uncharacterized protein YBL113C-like
jg12768	XP_022917005.1	90.424	0	sporozoite surface protein 2-like
jg12769	XP_022916249.1	100	3.53e-103	uncharacterized protein LOC111426116
jg1277	XP_022911744.1	94.194	0	uncharacterized protein LOC111422758
jg12770	XP_022911901.1	68.675	4.3e-28	piggyBac transposable element-derived protein 4-like
jg12772	XP_022905134.1	99.39	0	uncharacterized protein LOC111417164
jg12773	XP_022905105.1	99.377	0	rab GTPase-binding effector protein 1
jg12774	XP_022905104.1	99.903	0	serine/threonine-protein kinase/endoribonuclease IRE1
jg12775	XP_022905106.1	99.341	0	coiled-coil domain-containing protein 63
jg12776	XP_022905136.1	100	0	uncharacterized protein LOC111417165
jg12777	XP_022905159.1	100	0	2-oxoglutarate dehydrogenase-like, mitochondrial
jg12778	XP_022905107.1	100	0	putative RNA-binding protein Luc7-like 1 isoform X1
jg12779	XP_022905157.1	100	9.71e-94	thioredoxin, mitochondrial
jg1278	XP_022907482.1	27.653	1.6e-23	uncharacterized protein K02A2.6-like
jg12780	XP_022905156.1	99.055	0	phosphatidylinositol phosphatase PTPRQ-like
jg12781	XP_022905176.1	98.704	0	receptor-type tyrosine-protein phosphatase F-like
jg12782	XP_022905123.1	100	0	odorant receptor Or1-like
jg12783	XP_022917223.1	30.288	2.24e-89	creatine transporter-like
jg12784	XP_022905177.1	99.735	0	uncharacterized protein LOC111417194
jg12785	XP_022905174.1	100	2.39e-158	uncharacterized protein LOC111417192
jg12786	XP_022905133.1	100	0	acetyl-coenzyme A transporter 1
jg12787	XP_022905171.1	100	0	uncharacterized protein LOC111417189 isoform X1
jg12789	XP_022905164.1	99.907	0	HEAT repeat-containing protein 6 isoform X1
jg12790	XP_022905173.1	100	2.98e-91	cytochrome c oxidase subunit 6A1, mitochondrial-like
jg12791	XP_022905167.1	100	0	G protein-coupled receptor kinase 1 isoform X1
jg12792	XP_022905122.1	100	0	high mobility group B protein 13-like
jg12793	XP_022905125.1	98.667	1.27e-50	uncharacterized protein LOC111417156
jg12794	XP_022905121.1	100	0	stimulator of interferon genes protein
jg12795	XP_022905119.1	100	0	uncharacterized protein LOC111417151
jg12797	XP_022905113.1	99.274	0	titin-like isoform X2
jg12798	XP_022917638.1	30.564	3.08e-26	uncharacterized protein LOC111426952
jg12799	XP_022905116.1	100	0	axin isoform X1
jg128	XP_022906432.1	99.669	0	synaptotagmin-like protein 2
jg1280	XP_022909658.1	48.507	5.21e-42	uncharacterized protein LOC111420843
jg12800	XP_022905153.1	100	2.77e-91	lisH domain-containing protein FOPNL-like
jg12801	XP_022905126.1	99.336	0	LOW QUALITY PROTEIN: uncharacterized protein LOC111417157
jg12803	XP_022905126.1	96.457	0	LOW QUALITY PROTEIN: uncharacterized protein LOC111417157
jg12804	XP_022905138.1	100	0	uncharacterized protein LOC111417167 isoform X1
jg12805	XP_022905138.1	94.393	5.46e-141	uncharacterized protein LOC111417167 isoform X1
jg12806	XP_022905147.1	99.77	0	cytochrome b5-related protein-like
jg12807	XP_022905146.1	98.465	0	cytochrome b5-related protein-like
jg12808	XP_022905148.1	100	0	clusterin-associated protein 1
jg12809	XP_022905127.1	100	0	unconventional myosin-XIX-like
jg12810	XP_022905137.1	99.695	0	probable chitinase 10
jg12811	XP_022905141.1	99.435	0	glutamate dehydrogenase, mitochondrial-like
jg12812	XP_022905128.1	95.405	0	peroxidasin homolog
jg12813	XP_022905151.1	100	1.2e-174	uncharacterized protein LOC111417178
jg12814	XP_022905152.1	100	3.64e-145	UPF0193 protein EVG1 homolog
jg12815	XP_022905129.1	98.352	7.18e-131	N-acylneuraminate cytidylyltransferase A
jg12816	XP_022905143.1	100	0	sorting nexin-8-like
jg12817	XP_022905140.1	100	0	TBC1 domain family member 16
jg12818	XP_022905145.1	99.787	0	putative serine protease K12H4.7
jg12819	XP_022916522.1	71.488	0	aldehyde dehydrogenase, dimeric NADP-preferring-like
jg12820	XP_022905110.1	99.816	0	H/ACA ribonucleoprotein complex non-core subunit NAF1-like isoform X2
